Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
1891720,1-Jan-21,Illinois,Galesburg,1000 block of Monroe St,4,0,0,0,1,N/A
1892114,1-Jan-21,Iowa,Sioux City,2637 S Walker St,4,1,0,0,3,N/A
1891461,31-Dec-20,Indiana,Indianapolis,8215 Center Run Road,3,1,0,0,0,N/A
1890946,31-Dec-20,Oregon,Happy Valley,9200 block of SE Idleman Rd,4,0,0,0,0,N/A
1886974,26-Dec-20,Illinois,Rockford,4007 E State St,3,3,0,0,1,N/A
1886913,26-Dec-20,Florida,Tampa,N 20th St and E 7th Ave,2,2,0,0,1,N/A
1887059,26-Dec-20,Massachusetts,Lynn,Washington St and Quincy Ter,5,1,0,0,1,N/A
1886849,26-Dec-20,Florida,Miami,NW 61st St and NW 13th Ave,3,1,0,0,0,N/A
1886721,25-Dec-20,Arkansas,Atkins,5180 Pine Ridge Rd,0,4,0,1,0,N/A
1886372,25-Dec-20,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,4,1,0,0,1,N/A
1886141,24-Dec-20,Florida,Lakeland,1500 block of Amos Ave,4,1,0,0,0,N/A
1885251,22-Dec-20,Mississippi,Meridian,Jeffrey Acres Rd,0,4,0,1,0,N/A
1882214,20-Dec-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2,0,0,0,N/A
1881213,19-Dec-20,Illinois,Chicago,8936 S Cottage Grove Ave,6,0,0,0,0,N/A
1876727,13-Dec-20,West Virginia,Elkview,1384 Cemetery Hill Dr,0,4,0,0,1,N/A
1877043,12-Dec-20,California,San Bernardino,900 block of N Sierra Way,3,1,0,0,0,N/A
1876231,12-Dec-20,New York,Copiague,2336 Great Neck Rd,2,2,0,0,1,N/A
1876039,12-Dec-20,New York,Brooklyn,574 Warren St,4,0,0,0,0,N/A
1876552,12-Dec-20,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,0,0,0,N/A
1877628,10-Dec-20,Georgia,Tifton,700 block of 17 1/2 St,4,0,0,0,0,N/A
1877122,10-Dec-20,Mississippi,Jackson,1805 Hospital Dr,5,0,0,0,0,N/A
1908063,8-Dec-20,West Virginia,Williamsburg,611 Flynns Creek Rd,0,5,0,1,0,N/A
1873798,8-Dec-20,Louisiana,Lacombe,28399 Palmer Dr,1,0,2,2,0,N/A
1870827,6-Dec-20,Texas,Venus,6100 N FM 157,6,0,0,0,0,N/A
1871627,5-Dec-20,California,Hayward,25000 block of Eldridge Ave,3,1,0,0,0,N/A
1870840,5-Dec-20,North Carolina,Autryville,10101 Gip Rd,6,0,0,0,0,N/A
1869748,4-Dec-20,Illinois,Chicago,4400 block of W Adams St,4,0,0,0,0,N/A
1867006,1-Dec-20,Pennsylvania,Morrisville,1 Makefield Rd,3,1,0,0,0,N/A
1866100,30-Nov-20,Alaska,Palmer,335 N Valley Way,0,4,0,0,1,N/A
1864683,29-Nov-20,Mississippi,Grenada,Highway 8 East,11,0,0,0,0,N/A
1865110,29-Nov-20,Tennessee,Memphis,3492 W Metropolitan Cir,2,2,1,0,3,N/A
1864205,28-Nov-20,South Carolina,Conway,3800 block of Golden Key Rd,5,0,0,0,3,N/A
1863726,28-Nov-20,South Carolina,Aiken,1695 Richland Ave E,10,1,0,0,4,N/A
1864177,28-Nov-20,Louisiana,New Orleans,7001 Lawrence Rd,4,0,0,0,0,N/A
1862947,27-Nov-20,Georgia,Macon,425 Cherry St,5,1,0,0,2,N/A
1863099,27-Nov-20,Ohio,Toledo,3257 Stickney Ave,6,0,0,0,0,N/A
1862603,26-Nov-20,Nevada,Henderson,870 E Lake Mead Pkwy,4,1,1,0,3,N/A
1859390,22-Nov-20,New York,Brooklyn,15 Albany Ave,6,1,0,0,2,N/A
1859110,22-Nov-20,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,4,0,0,0,0,N/A
1858455,22-Nov-20,Illinois,Chicago,700 block of E 101st St,3,1,0,0,0,N/A
1859186,22-Nov-20,Louisiana,New Orleans,9232 Chef Menteur Hwy,3,1,0,0,0,N/A
1857439,21-Nov-20,Illinois,Chicago,W 79th St and S Justine St,6,0,0,0,0,N/A
1857947,21-Nov-20,Arizona,Phoenix,35th Ave and Earll Dr,4,1,0,0,0,N/A
1858965,21-Nov-20,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,0,0,1,N/A
1857040,20-Nov-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,8,0,0,0,1,N/A
1856417,19-Nov-20,Florida,Haines City,422 N 15th St,3,1,0,0,0,N/A
1855276,18-Nov-20,Texas,Houston,11614 Manor Park Dr,2,2,0,1,0,N/A
1856338,18-Nov-20,South Carolina,Florence,500 block of Gaillard St,4,0,0,0,0,N/A
1854207,17-Nov-20,Tennessee,Jackson,Honey Bear Cove,4,0,0,0,0,N/A
1854149,16-Nov-20,Florida,Miami,200 block of S Biscayne River Dr,4,0,0,0,0,N/A
1853615,16-Nov-20,Illinois,Chicago,700 block of S Pulaski Rd,4,0,0,0,0,N/A
1854076,16-Nov-20,Illinois,Chicago,2700 block of S State St,4,0,0,0,0,N/A
1852831,15-Nov-20,Louisiana,Shreveport,300 block of Douglas St,5,0,0,0,0,N/A
1853089,15-Nov-20,Georgia,Jonesboro,500 Block of Museum Cir,2,2,0,0,2,N/A
1852604,14-Nov-20,South Carolina,Sumter,1008 Marilyn Ave,1,3,0,0,1,N/A
1852853,14-Nov-20,Missouri,Fulton,1915 N Bluff St,4,0,0,0,0,N/A
1852161,14-Nov-20,Ohio,Cincinnati,400 block of Kings Run Dr,4,0,0,0,0,N/A
1852363,14-Nov-20,California,Riverside,La Sierra Avenue and Tin Mine Road,3,2,0,0,0,N/A
1850981,12-Nov-20,Florida,Tampa,1200 block of E Palifox St,4,2,0,0,0,N/A
1850693,12-Nov-20,North Carolina,Gastonia,1225 Union Rd,6,0,0,0,2,N/A
1849308,10-Nov-20,Florida,Tampa,N 50th St and Sligh Ave,7,1,0,0,0,N/A
1847840,9-Nov-20,Texas,Fort Worth,5310 E Rosedale St,4,0,0,0,0,N/A
1846712,8-Nov-20,Virginia,Virginia Beach,3700 block of Whitney Ct,4,0,0,0,0,N/A
1846494,8-Nov-20,Tennessee,Nashville,2nd Ave N and Commerce St,8,0,0,0,1,N/A
1846764,7-Nov-20,Kansas,Ogden,225 Riley Ave,4,0,0,0,0,N/A
1845690,7-Nov-20,South Carolina,Rock Hill,241 Albright Rd,3,1,0,0,1,N/A
1845477,6-Nov-20,Louisiana,New Orleans,8622 Belfast St,2,2,0,0,1,N/A
1844573,5-Nov-20,Ohio,Toledo,2125 Parkwood Ave,2,3,0,0,1,N/A
1843360,4-Nov-20,Missouri,Jefferson City,1299 Lafayette St,4,0,0,0,1,N/A
1842362,3-Nov-20,Nevada,Henderson,1445 Stonelake Cove Ave,1,3,0,1,0,N/A
1842421,2-Nov-20,Ohio,Mansfield,136 Sturges Ave,5,0,0,0,0,N/A
1840600,1-Nov-20,Arizona,Tucson,2500 block of E Aerospace Pkwy,2,2,0,0,0,N/A
1840534,1-Nov-20,South Carolina,Hollywood,7800 block of White Point Rd,6,0,0,0,0,N/A
1840265,1-Nov-20,Indiana,Evansville,664 E Illinois St,4,0,0,0,0,N/A
1840364,1-Nov-20,Oklahoma,Oklahoma City,10601 S Western Ave,3,1,0,0,0,N/A
1841432,1-Nov-20,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,3,1,0,0,1,N/A
1840310,1-Nov-20,New Jersey,Atlantic City,2721 Arctic Ave,4,1,0,0,0,N/A
1839628,31-Oct-20,California,Sacramento,2800 block of Normington Dr,4,0,0,0,0,N/A
1839576,31-Oct-20,Washington,Sumner,127th Ave E and Valley Ave E,5,0,0,0,0,N/A
1839462,31-Oct-20,California,Anaheim,1210 S State College Blvd,4,0,0,0,0,N/A
1840544,31-Oct-20,Nevada,North Las Vegas,3700 block of Iverson Ln,4,0,0,0,0,N/A
1840041,31-Oct-20,Maryland,College Park,7700 Baltimore Ave,7,0,0,0,0,N/A
1839112,30-Oct-20,Maryland,Waldorf,2177 Crain Hwy,3,1,0,0,0,N/A
1839065,30-Oct-20,Illinois,Chicago,11613 S Vincennes Ave,3,1,0,0,0,N/A
1838368,29-Oct-20,Florida,Winter Garden,Center St and 11th St,4,0,0,0,0,N/A
1837146,28-Oct-20,Virginia,Roanoke,1400 block of Rorer Ave SW,4,0,0,0,0,N/A
1837429,28-Oct-20,New Jersey,Newark,381 S 6th St,3,1,0,0,1,N/A
1834216,25-Oct-20,Texas,Fort Worth,1900 block of Carver Ave,3,2,0,0,0,N/A
1835030,25-Oct-20,Texas,San Antonio,2800 block of W Hutchins Pl,3,1,0,0,0,N/A
1834280,25-Oct-20,North Carolina,Raleigh,1731 Trawick Rd,3,1,0,0,2,N/A
1834617,24-Oct-20,Mississippi,Greenwood,W Martin Luther King Dr,8,2,0,0,1,N/A
1832977,22-Oct-20,Louisiana,Rayne,I-10,5,0,0,0,1,N/A
1832014,22-Oct-20,Florida,Miami,1830 NW 50 St,3,1,0,0,0,N/A
1831995,22-Oct-20,Massachusetts,Boston,Columbia Rd and Stanwood St,4,0,0,0,0,N/A
1831091,22-Oct-20,Maryland,Baltimore,500 block of W Franklin St,4,0,0,0,0,N/A
1830875,21-Oct-20,New York,Brooklyn,Nostrand Ave and Hawthorne St,5,1,0,0,0,N/A
1830822,21-Oct-20,Mississippi,Canton,1427 W Peace St,2,2,0,0,1,N/A
1830092,20-Oct-20,Texas,Houston,2117 Chenevert St,1,3,0,0,2,N/A
1829132,19-Oct-20,Ohio,Mansfield,136 Sturges Ave,5,0,0,0,0,N/A
1828796,19-Oct-20,Louisiana,New Orleans,2599 N Prieur St,3,1,0,0,0,N/A
1827437,18-Oct-20,Maryland,Annapolis,100 block of Clay St,3,1,0,0,0,N/A
1828080,18-Oct-20,Illinois,Chicago,200 block of N Sacramento Blvd,4,1,0,0,0,N/A
1828019,18-Oct-20,Tennessee,Nashville,1100 block of W Grove Ave,4,0,0,0,0,N/A
1826680,17-Oct-20,New York,Lockport,43 S Niagara St,5,1,0,0,2,N/A
1826613,17-Oct-20,South Carolina,Rock Hill,524 N Anderson Rd,5,0,0,0,1,N/A
1826444,16-Oct-20,California,San Jose,175 S Capitol Ave,4,2,0,0,3,N/A
1825525,16-Oct-20,Florida,Orlando,2000 block of N Forsyth Rd,1,3,0,0,0,N/A
1826655,16-Oct-20,Arizona,Mesa,2115 Guadalupe Rd,6,1,0,0,3,N/A
1826675,16-Oct-20,California,San Francisco,200 block of Scherwin St,3,1,0,0,0,N/A
1824979,15-Oct-20,Louisiana,Lafayette,100 block of Laser Ln,2,2,0,0,1,N/A
1825896,15-Oct-20,Maryland,Baltimore,2900 block of Westwood Ave,7,0,0,0,0,N/A
1824073,14-Oct-20,Pennsylvania,Philadelphia,3900 block of  Buist Ave,4,0,0,0,0,N/A
1821574,12-Oct-20,South Carolina,Myrtle Beach,1012 US-501,3,2,0,0,2,N/A
1821496,11-Oct-20,Georgia,Atlanta,330 W Peachtree St NW,4,0,0,0,0,N/A
1820156,10-Oct-20,Illinois,Chicago,100 block of S Keeler Ave,3,1,0,0,0,N/A
1823101,10-Oct-20,South Carolina,Kingstree,55 Williamsburg County Hwy,8,0,0,0,1,N/A
1819955,10-Oct-20,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2,0,0,1,N/A
1818055,8-Oct-20,Pennsylvania,Philadelphia,4935 Frankford Ave,6,1,0,0,0,N/A
1816799,7-Oct-20,Alaska,Anchorage,200 block of McCarrey St,4,1,0,0,0,N/A
1817184,7-Oct-20,New York,Brooklyn,181 Hegeman Ave,3,1,0,0,0,N/A
1815308,5-Oct-20,District of Columbia,Washington,400 block of Orange St SE,3,1,0,0,0,N/A
1814148,4-Oct-20,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,3,1,2,0,2,N/A
1813872,4-Oct-20,Indiana,Indianapolis,5462 Massachusetts Ave,4,3,0,0,0,N/A
1813583,3-Oct-20,California,Sacramento,Roanoke Ave and Haywood St,3,1,0,0,1,N/A
1813306,3-Oct-20,Tennessee,Clarksville,100 block of Tiny Town Rd,5,0,0,0,0,N/A
1812972,2-Oct-20,California,Los Angeles,51st St and Hoover St,4,0,0,0,0,N/A
1812838,2-Oct-20,Washington,Seattle,9700 block of 59th Ave S,4,0,0,0,0,N/A
1812049,1-Oct-20,Michigan,Detroit,15018 Houston Whittier St,5,0,0,0,0,N/A
1810696,30-Sep-20,North Carolina,Greensboro,700 block of Milton St,4,0,0,0,0,N/A
1810881,30-Sep-20,Florida,Jacksonville,12517 Beach Blvd,4,0,0,0,0,N/A
1810358,30-Sep-20,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,7,0,0,0,0,N/A
1809910,29-Sep-20,Pennsylvania,Philadelphia,4500 block of N 19th St,5,0,0,0,0,N/A
1809484,29-Sep-20,Ohio,Painesville,100 block of Morse Ave,2,2,0,0,0,N/A
1807325,28-Sep-20,Michigan,Detroit,6609 Michigan Ave,6,0,0,0,0,N/A
1806806,27-Sep-20,Ohio,Sandusky,Hancock St and Neil St,3,1,0,0,1,N/A
1808628,27-Sep-20,California,San Bernardino,900 block of N Sierra Way,3,1,0,0,0,N/A
1807096,27-Sep-20,Tennessee,Nashville,619 Millwood Dr,4,0,0,0,1,N/A
1807046,26-Sep-20,Pennsylvania,Philadelphia,100 block of N Lindenwood St,4,0,0,0,0,N/A
1806035,26-Sep-20,Alabama,Enterprise,507 Glover Ave,3,1,0,0,0,N/A
1806002,26-Sep-20,Iowa,Waterloo,501 W 4th St,6,2,0,0,1,N/A
1805722,26-Sep-20,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,4,0,0,0,0,N/A
1806368,26-Sep-20,Missouri,Saint Louis,4700 block of Vernon Ave,5,0,0,0,0,N/A
1806500,25-Sep-20,Pennsylvania,Philadelphia,1300 block of Sanger St,4,0,0,0,0,N/A
1804511,23-Sep-20,Georgia,Hampton,1577 Glynn Ct,3,1,0,0,1,N/A
1802862,23-Sep-20,Minnesota,Minneapolis,200 W Broadway Ave,5,0,0,0,0,N/A
1800886,21-Sep-20,Ohio,Struthers,111 Perry St,4,1,0,0,2,N/A
1800549,20-Sep-20,New York,Corona (Queens),Merrick Blvd and Foch Blvd,4,0,0,0,0,N/A
1800514,20-Sep-20,Connecticut,Stamford,Ursula Pl and Dale St,3,1,0,0,1,N/A
1800026,19-Sep-20,New York,Buffalo,Glenwood Ave and Jefferson Ave,4,1,0,0,0,N/A
1799748,19-Sep-20,Illinois,Chicago,12200 block of S May St,4,0,0,0,0,N/A
1799703,19-Sep-20,Illinois,Chicago,6900 block of S Claremont Ave,4,0,0,0,0,N/A
1800188,19-Sep-20,New Jersey,Plainfield,523 W 3rd St,4,0,0,0,0,N/A
1799307,19-Sep-20,New York,Rochester,278 Pennsylvania Ave,14,2,0,0,0,N/A
1800192,19-Sep-20,New Jersey,Paterson,Elizabeth St and Getty Ave,5,0,0,0,1,N/A
1800779,19-Sep-20,Arkansas,West Memphis,900 block of Winchell St,5,0,0,0,0,N/A
1799160,18-Sep-20,Arkansas,Little Rock,5311 Mabelvale Pike,4,0,0,0,0,N/A
1797620,16-Sep-20,Pennsylvania,Philadelphia,1800 Wallace St,3,2,0,0,0,N/A
1796684,15-Sep-20,California,San Jose,600 block of S 8th St,4,2,0,0,0,N/A
1796638,15-Sep-20,Illinois,Chicago,3500 block of W Lawrence Ave,5,0,0,0,0,N/A
1795391,14-Sep-20,Louisiana,Baker,Burgess Dr,4,0,0,0,1,N/A
1793826,13-Sep-20,Michigan,Grand Rapids,3950 Stahl Dr SE,7,0,0,0,0,N/A
1794138,13-Sep-20,Tennessee,Beechgrove,I-24 and Beech Grove Rd,3,2,0,1,0,N/A
1793559,13-Sep-20,Florida,Tampa,5110 N 40th St,4,0,0,0,1,N/A
1794086,13-Sep-20,Illinois,Chicago,6100 block of S Throop St,3,1,0,0,0,N/A
1793521,13-Sep-20,New Jersey,New Brunswick,32 Delafield St,7,2,0,0,1,N/A
1792650,12-Sep-20,Illinois,Chicago,100 block of N Pine Ave,3,2,1,0,0,N/A
1793680,12-Sep-20,North Carolina,Wilson,200 block of Dewey St,5,0,0,0,0,N/A
1793771,12-Sep-20,Pennsylvania,Philadelphia,N 18th St and Dauphin St,4,0,0,0,0,N/A
1792624,11-Sep-20,Louisiana,Donaldsonville,St Elizabeth St and Front St,5,0,0,0,1,N/A
1791482,10-Sep-20,Louisiana,New Orleans,4100 block of Rayne Dr,2,3,0,0,1,N/A
1788401,8-Sep-20,Maryland,Baltimore,2300 block of Greenmount Ave,5,0,0,0,0,N/A
1788168,7-Sep-20,Louisiana,New Orleans,1500 block of Freret St,4,0,0,0,0,N/A
1787655,7-Sep-20,New York,Brooklyn,Norstrand Ave and Crown St,5,0,0,0,2,N/A
1788352,7-Sep-20,California,Aguanga,45125 Highway 371,0,7,0,0,0,N/A
1787222,7-Sep-20,Indiana,Indianapolis,W 38th St and Graceland Ave,4,1,0,0,0,N/A
1786920,6-Sep-20,Illinois,Chicago,S Kingston Ave and E 77th St,4,0,0,0,0,N/A
1786829,6-Sep-20,Colorado,Commerce City,6700 block of Birch St,4,0,0,0,0,N/A
1787977,6-Sep-20,Tennessee,Memphis,6555 Lost Oak Dr,4,0,0,0,2,N/A
1786855,6-Sep-20,Georgia,Sparta,Faye St and Lee St,6,1,0,0,2,N/A
1787286,6-Sep-20,Missouri,Kansas City,3999 Swope Pkwy,6,0,0,0,0,N/A
1786890,6-Sep-20,Missouri,Saint Louis,5700 block of Minerva Ave,3,1,0,0,0,N/A
1787006,6-Sep-20,Louisiana,New Iberia,1752 Center St,5,0,0,0,0,N/A
1787387,6-Sep-20,Maryland,Baltimore,4900 block of Reisterstown Rd,4,0,0,0,0,N/A
1786488,5-Sep-20,Texas,Houston,9940 Fondren Rd,4,0,0,0,0,N/A
1786449,5-Sep-20,Maryland,Baltimore,2000 block of W Lexington St,3,1,0,0,0,N/A
1785713,5-Sep-20,Florida,Williston,Co Rd 318 and US-27 Alt,6,0,0,0,0,N/A
1786806,5-Sep-20,Arkansas,Little Rock,400 President Clinton Ave,4,0,0,0,1,N/A
1805455,3-Sep-20,South Carolina,Anderson,R St and Chase Ave,3,1,0,0,1,N/A
1785358,3-Sep-20,Florida,Miami,2000 block of NW 71st St,3,1,0,0,0,N/A
1784570,3-Sep-20,Arkansas,Hensley,Woodson Lateral Rd and I-530,3,1,0,0,1,N/A
1785108,3-Sep-20,Pennsylvania,Philadelphia,700 block of E Chelten Ave,6,0,0,0,0,N/A
1785593,3-Sep-20,Arkansas,Little Rock,19 Nandina Cir,4,0,0,0,0,N/A
1783582,2-Sep-20,Pennsylvania,Philadelphia,1800 block of Moore St,2,2,0,0,0,N/A
1784141,2-Sep-20,Georgia,Albany,1400 block of E Residence Ave,3,1,0,0,0,N/A
1783928,2-Sep-20,California,Oakland,Kerwin Ave and 105th Ave,4,0,0,0,0,N/A
1825993,31-Aug-20,Pennsylvania,Philadelphia,1500 block of W Clearfield St,5,0,0,0,0,N/A
1782962,31-Aug-20,Florida,Tallahassee,2660 Old Bainbridge Rd,4,0,0,0,0,N/A
1780301,30-Aug-20,Kentucky,Lexington,545 N Upper St,7,0,0,0,0,N/A
1780199,30-Aug-20,Illinois,Zion,2300 block of Joppa Ave,3,1,0,0,0,N/A
1780266,30-Aug-20,Texas,San Antonio,S Olive St and Aransas Ave,2,2,0,0,0,N/A
1779981,30-Aug-20,New York,Buffalo,500 block of Fillmore Ave,4,1,0,0,0,N/A
1784122,30-Aug-20,Pennsylvania,Philadelphia,5317 Oxford Ave,4,0,0,0,0,N/A
1779718,30-Aug-20,Illinois,Chicago,11601 S Western Ave,4,1,0,0,0,N/A
1780091,30-Aug-20,Kentucky,Madisonville,400 block of Elm St,5,0,0,0,0,N/A
1780228,29-Aug-20,Nevada,Las Vegas,777 E Twain Ave,2,2,0,0,2,N/A
1778571,29-Aug-20,Illinois,Rock Island,1800 2nd Ave,5,1,0,0,1,N/A
1778435,28-Aug-20,Minnesota,Minneapolis,2400 block of Irving Ave N,4,0,0,0,0,N/A
1778542,28-Aug-20,Pennsylvania,Chester,2900 block of W 2nd St,3,1,0,0,0,N/A
1779023,28-Aug-20,Texas,Dallas,2600 block of Elm St,4,1,0,0,1,N/A
1777607,27-Aug-20,Oregon,Portland,10500 block of NE Halsey St,3,1,0,0,0,N/A
1777180,26-Aug-20,Michigan,Pontiac,252 Carriage Circle Dr,1,3,0,0,1,N/A
1776905,26-Aug-20,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,4,0,0,0,3,N/A
1777400,26-Aug-20,Pennsylvania,Philadelphia,5500 block of Chew Ave,4,0,0,0,0,N/A
1776189,25-Aug-20,Virginia,Norfolk,800 block of E Princess Anne Rd,5,0,0,0,1,N/A
1775249,25-Aug-20,New York,Rochester,70 block of Flower St,4,0,0,0,0,N/A
1774123,24-Aug-20,Michigan,Detroit,11938 E McNichols Rd,4,0,0,0,0,N/A
1773194,24-Aug-20,California,Sacramento,1200 block of Helena Ave,3,1,0,0,0,N/A
1774138,24-Aug-20,Florida,West Palm Beach,1000 block of 18th St,4,0,0,0,0,N/A
1773996,24-Aug-20,Virginia,Richmond,2300 block of Bethel St,4,1,0,0,0,N/A
1772623,23-Aug-20,Arkansas,Pine Bluff,2901 W 28th Ave,7,0,0,0,0,N/A
1772513,23-Aug-20,New York,Brooklyn,2946 W 23rd St,3,1,0,0,0,N/A
1772934,23-Aug-20,Colorado,Pueblo,2000 block of Longhorn Point,6,0,0,0,2,N/A
1772680,23-Aug-20,Tennessee,Somerville,1100 block of Brewer Rd,4,1,0,0,7,N/A
1772438,23-Aug-20,Illinois,Champaign,100 block of Kenwood Rd,4,0,0,0,0,N/A
1773006,23-Aug-20,Illinois,Chicago,6600 S Halsted St,4,0,0,0,0,N/A
1772764,22-Aug-20,Illinois,Rockford,1300 block of 10th St,3,1,0,0,0,N/A
1772174,22-Aug-20,Alabama,Bessemer (Hueytown),Allison Bonnet Memorial Dr and Rutledge Dr,3,1,0,0,0,N/A
1769444,19-Aug-20,Pennsylvania,Philadelphia,700 block of S 55th St,4,0,0,0,0,N/A
1769489,19-Aug-20,Illinois,Chicago,8500 block of S Parnell Ave,6,0,0,0,0,N/A
1768125,18-Aug-20,Pennsylvania,Philadelphia,3000 block of Cumberland St,4,1,0,0,0,N/A
1767851,18-Aug-20,New York,Corona (Queens),35-35 21st St,4,0,0,0,0,N/A
1767747,18-Aug-20,Illinois,Rockford,3001 Harney Ct,4,0,0,0,0,N/A
1768683,17-Aug-20,Ohio,Cleveland,Dove Ave and E 102nd St,5,0,0,0,0,N/A
1766574,17-Aug-20,New York,Brooklyn,Atlantic Ave and Hinsdale St,4,0,0,0,0,N/A
1767402,17-Aug-20,Texas,Dayton,County Rd 4901,2,3,0,0,1,N/A
1765658,16-Aug-20,Kentucky,Lexington,1000 block of Newtown Ct,3,1,0,0,0,N/A
1765624,16-Aug-20,Ohio,Cincinnati,700 block of Chalfonte Pl,3,1,0,0,0,N/A
1765636,16-Aug-20,Ohio,Cincinnati,70 E McMicken Ave,9,2,0,0,0,N/A
1766423,16-Aug-20,Ohio,Cincinnati,700 block of Chalfonte Pl,3,1,0,0,1,N/A
1766380,16-Aug-20,Colorado,Denver,W Alameda Ave and S Federal Blvd,4,2,0,0,0,N/A
1765920,16-Aug-20,Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,4,0,0,0,0,N/A
1765336,15-Aug-20,Michigan,Belleville,24914 Martinsville Rd,0,4,0,0,1,N/A
1765499,15-Aug-20,Pennsylvania,Philadelphia,N 10th St and Brown St,5,0,0,0,0,N/A
1765890,15-Aug-20,New York,Rochester,501 Thurston Rd,5,0,0,0,0,N/A
1765705,15-Aug-20,Connecticut,New Haven,Rosette St and Hurlburt St,5,1,0,0,1,N/A
1764756,15-Aug-20,Alabama,Troy,4100 US-231 S,3,2,0,0,1,N/A
1764619,14-Aug-20,New York,New York (Manhattan),111 Lenox Ave,4,0,0,0,0,N/A
1762951,12-Aug-20,New Jersey,Newark,N 12th St,4,1,0,0,0,N/A
1762997,12-Aug-20,Ohio,Dayton,2049 Catalpa Dr,3,1,0,0,0,N/A
1761557,11-Aug-20,California,Torrance,22904 Lockness Ave,5,0,0,0,0,N/A
1759873,9-Aug-20,Colorado,Denver,1400 block of W Byers Pl,9,0,0,0,0,N/A
1759779,9-Aug-20,Ohio,Toledo,Monroe St and N Detroit Ave,6,0,0,0,0,N/A
1758966,9-Aug-20,District of Columbia,Washington,3300 block of Dubois Pl SE,21,1,0,0,0,N/A
1760207,9-Aug-20,Mississippi,Jackson,3600 block of Cromwell St,4,0,0,0,0,N/A
1760261,9-Aug-20,Texas,Houston,9700 Homestead Rd,4,0,0,0,0,N/A
1759425,8-Aug-20,Kentucky,Paducah,900 block of Boyd St,3,1,1,0,4,N/A
1758838,8-Aug-20,Pennsylvania,Philadelphia,1101 N 38th St,6,0,0,0,0,N/A
1759439,8-Aug-20,Massachusetts,Brockton,124 Laureston St,5,0,0,0,0,N/A
1759237,8-Aug-20,Alabama,Birmingham (Ensley),426 18th St,5,1,0,0,0,N/A
1758774,8-Aug-20,New York,Albany,First St and Quail St,3,1,0,0,0,N/A
1757380,6-Aug-20,California,Oakland,4500 block of Fairfax Ave,3,1,0,0,1,N/A
1756248,5-Aug-20,Illinois,Chicago,700 block of S Karlov Ave,4,0,0,0,0,N/A
1755566,4-Aug-20,Wisconsin,Madison,333 S Rosa Rd,4,0,0,0,2,N/A
1755297,4-Aug-20,District of Columbia,Washington,5400 block of Georgia Ave NW,4,0,0,0,0,N/A
1754613,4-Aug-20,California,Beverly Hills,13200 Mulholland Dr,4,1,0,0,0,N/A
1754640,4-Aug-20,Missouri,Saint Louis,5300 block of Bircher Blvd,3,1,0,0,0,N/A
1754672,4-Aug-20,Connecticut,Hartford,818 Windsor St,5,1,0,0,0,N/A
1754363,3-Aug-20,New York,Bronx,450 St Ann's Ave,4,0,0,0,0,N/A
1753320,2-Aug-20,Pennsylvania,Philadelphia,3100 block of Weymouth St,4,0,0,0,0,N/A
1753561,2-Aug-20,New Jersey,Newark,200 block of 6th Ave,5,0,0,0,0,N/A
1752100,1-Aug-20,Illinois,Chicago,100 block of N Laporte Ave,4,1,0,0,2,N/A
1753235,1-Aug-20,Texas,Pointblank,4411 Counts Rd,3,2,0,0,0,N/A
1751949,1-Aug-20,Colorado,Denver,3000 block of W Virginia Ave,4,1,0,0,0,N/A
1752790,1-Aug-20,Alabama,Montgomery,1100 block of Eastern Blvd,4,0,0,0,0,N/A
1752019,31-Jul-20,Pennsylvania,Philadelphia,2500 block of Ingersoll St,3,1,0,0,0,N/A
1750611,30-Jul-20,Florida,Tampa,I-275 and N Westshore Blvd,5,0,0,0,1,N/A
1750548,30-Jul-20,Florida,Miami Gardens,16701 NW 42 Ave,5,0,0,0,0,N/A
1750250,29-Jul-20,Michigan,Detroit,5200 block of Canton St,4,0,0,0,0,N/A
1749873,29-Jul-20,Ohio,Elyria,537 Willow Park Rd,0,4,0,1,0,N/A
1749746,29-Jul-20,Missouri,Saint Louis,5500 block of Floy Ave,2,3,0,0,1,N/A
1749281,28-Jul-20,Delaware,Wilmington,1100 block of Beech St,2,2,0,0,0,N/A
1749535,28-Jul-20,Wisconsin,Milwaukee,2600 block of W Atkinson Ave,4,0,0,0,0,N/A
1748134,27-Jul-20,Washington,Federal Way,2410 S 312th St,3,1,0,0,1,N/A
1747700,27-Jul-20,Illinois,Chicago,705 E 92nd Pl,4,1,0,0,0,N/A
